code,continent,Entity,Year,type,source,value
SPM,North America,Saint Pierre and Miquelon,2020,low_carbon,nuclear,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,low_carbon,nuclear,0.0
WSM,Oceania,Samoa,2020,low_carbon,nuclear,0.0
STP,Africa,Sao Tome and Principe,2020,low_carbon,nuclear,0.0
SAU,Asia,Saudi Arabia,2020,low_carbon,nuclear,0.0
SEN,Africa,Senegal,2020,low_carbon,nuclear,0.0
SRB,Europe,Serbia,2020,low_carbon,nuclear,0.0
SYC,Africa,Seychelles,2020,low_carbon,nuclear,0.0
SLE,Africa,Sierra Leone,2020,low_carbon,nuclear,0.0
SGP,Asia,Singapore,2020,low_carbon,nuclear,0.0
SVK,Europe,Slovakia,2020,low_carbon,nuclear,15.44
SVN,Europe,Slovenia,2020,low_carbon,nuclear,6.35
SLB,Oceania,Solomon Islands,2020,low_carbon,nuclear,0.0
SOM,Africa,Somalia,2020,low_carbon,nuclear,0.0
ZAF,Africa,South Africa,2020,low_carbon,nuclear,11.62
KOR,Asia,South Korea,2020,low_carbon,nuclear,152.33
SSD,Africa,South Sudan,2020,low_carbon,nuclear,0.0
ESP,Europe,Spain,2020,low_carbon,nuclear,58.3
LKA,Asia,Sri Lanka,2020,low_carbon,nuclear,0.0
SDN,Africa,Sudan,2020,low_carbon,nuclear,0.0
SUR,South America,Suriname,2020,low_carbon,nuclear,0.0
SWE,Europe,Sweden,2020,low_carbon,nuclear,49.2
CHE,Europe,Switzerland,2020,low_carbon,nuclear,22.99
SYR,Asia,Syria,2020,low_carbon,nuclear,0.0
TWN,Asia,Taiwan,2020,low_carbon,nuclear,31.44
TJK,Asia,Tajikistan,2020,low_carbon,nuclear,0.0
TZA,Africa,Tanzania,2020,low_carbon,nuclear,0.0
THA,Asia,Thailand,2020,low_carbon,nuclear,0.0
TGO,Africa,Togo,2020,low_carbon,nuclear,0.0
TON,Oceania,Tonga,2020,low_carbon,nuclear,0.0
TTO,North America,Trinidad and Tobago,2020,low_carbon,nuclear,0.0
TUN,Africa,Tunisia,2020,low_carbon,nuclear,0.0
TUR,Asia,Turkey,2020,low_carbon,nuclear,0.0
TKM,Asia,Turkmenistan,2020,low_carbon,nuclear,0.0
TCA,North America,Turks and Caicos Islands,2020,low_carbon,nuclear,0.0
UGA,Africa,Uganda,2020,low_carbon,nuclear,0.0
UKR,Europe,Ukraine,2020,low_carbon,nuclear,76.2
ARE,Asia,United Arab Emirates,2020,low_carbon,nuclear,1.56
GBR,Europe,United Kingdom,2020,low_carbon,nuclear,50.84
USA,North America,United States,2020,low_carbon,nuclear,789.88
VIR,North America,United States Virgin Islands,2020,low_carbon,nuclear,0.0
URY,South America,Uruguay,2020,low_carbon,nuclear,0.0
UZB,Asia,Uzbekistan,2020,low_carbon,nuclear,0.0
VUT,Oceania,Vanuatu,2020,low_carbon,nuclear,0.0
VEN,South America,Venezuela,2020,low_carbon,nuclear,0.0
VNM,Asia,Vietnam,2020,low_carbon,nuclear,0.0
YEM,Asia,Yemen,2020,low_carbon,nuclear,0.0
ZMB,Africa,Zambia,2020,low_carbon,nuclear,0.0
ZWE,Africa,Zimbabwe,2020,low_carbon,nuclear,0.0
AFG,Asia,Afghanistan,2020,low_carbon,hydro,0.62
ALB,Europe,Albania,2020,low_carbon,hydro,5.28
DZA,Africa,Algeria,2020,low_carbon,hydro,0.09
ASM,Oceania,American Samoa,2020,low_carbon,hydro,0.0
AGO,Africa,Angola,2020,low_carbon,hydro,10.08
ATG,North America,Antigua and Barbuda,2020,low_carbon,hydro,0.0
ARG,South America,Argentina,2020,low_carbon,hydro,24.26
ARM,Asia,Armenia,2020,low_carbon,hydro,1.78
ABW,North America,Aruba,2020,low_carbon,hydro,0.0
AUS,Oceania,Australia,2020,low_carbon,hydro,15.15
AUT,Europe,Austria,2020,low_carbon,hydro,42.0
AZE,Asia,Azerbaijan,2020,low_carbon,hydro,1.07
BHS,North America,Bahamas,2020,low_carbon,hydro,0.0
BHR,Asia,Bahrain,2020,low_carbon,hydro,0.0
BGD,Asia,Bangladesh,2020,low_carbon,hydro,0.61
BRB,North America,Barbados,2020,low_carbon,hydro,0.0
BLR,Europe,Belarus,2020,low_carbon,hydro,0.39
BEL,Europe,Belgium,2020,low_carbon,hydro,0.27
BLZ,North America,Belize,2020,low_carbon,hydro,0.08
BEN,Africa,Benin,2020,low_carbon,hydro,0.0
BTN,Asia,Bhutan,2020,low_carbon,hydro,8.95
BOL,South America,Bolivia,2020,low_carbon,hydro,2.94
BIH,Europe,Bosnia and Herzegovina,2020,low_carbon,hydro,6.1
BWA,Africa,Botswana,2020,low_carbon,hydro,0.0
BRA,South America,Brazil,2020,low_carbon,hydro,409.5
VGB,North America,British Virgin Islands,2020,low_carbon,hydro,0.0
BDI,Africa,Brunei,2020,low_carbon,hydro,0.0
BGR,Europe,Bulgaria,2020,low_carbon,hydro,2.82
BFA,Africa,Burkina Faso,2020,low_carbon,hydro,0.11
BDI,Africa,Burundi,2020,low_carbon,hydro,0.22
KHM,Asia,Cambodia,2020,low_carbon,hydro,3.49
CMR,Africa,Cameroon,2020,low_carbon,hydro,5.88
CAN,North America,Canada,2020,low_carbon,hydro,383.0
CPV,Africa,Cape Verde,2020,low_carbon,hydro,0.0
CYM,North America,Cayman Islands,2020,low_carbon,hydro,0.0
CAF,Africa,Central African Republic,2020,low_carbon,hydro,0.15
TCD,Africa,Chad,2020,low_carbon,hydro,0.0
CHL,South America,Chile,2020,low_carbon,hydro,20.79
CHN,Asia,China,2020,low_carbon,hydro,1322.01
COL,South America,Colombia,2020,low_carbon,hydro,45.82
COM,Africa,Comoros,2020,low_carbon,hydro,0.0
COG,Africa,Congo,2020,low_carbon,hydro,1.07
COK,Oceania,Cook Islands,2020,low_carbon,hydro,0.0
CRI,North America,Costa Rica,2020,low_carbon,hydro,8.29
CIV,Africa,Cote d'Ivoire,2020,low_carbon,hydro,2.31
HRV,Europe,Croatia,2020,low_carbon,hydro,5.66
CUB,North America,Cuba,2020,low_carbon,hydro,0.06
CYP,Asia,Cyprus,2020,low_carbon,hydro,0.0
CZE,Europe,Czechia,2020,low_carbon,hydro,2.14
COD,Africa,Democratic Republic of Congo,2020,low_carbon,hydro,9.19
DNK,Europe,Denmark,2020,low_carbon,hydro,0.02
DJI,Africa,Djibouti,2020,low_carbon,hydro,0.0
DMA,North America,Dominica,2020,low_carbon,hydro,0.04
DOM,North America,Dominican Republic,2020,low_carbon,hydro,0.12
ZAF,Africa,Eastern Africa,2020,low_carbon,hydro,72.678
ECU,South America,Ecuador,2020,low_carbon,hydro,24.79
EGY,Africa,Egypt,2020,low_carbon,hydro,12.09
SLV,North America,El Salvador,2020,low_carbon,hydro,1.99
GNQ,Africa,Equatorial Guinea,2020,low_carbon,hydro,0.12
ERI,Africa,Eritrea,2020,low_carbon,hydro,0.0
EST,Europe,Estonia,2020,low_carbon,hydro,0.03
SWZ,Africa,Eswatini,2020,low_carbon,hydro,0.16
ETH,Africa,Ethiopia,2020,low_carbon,hydro,13.56
FRO,Europe,Faroe Islands,2020,low_carbon,hydro,0.11
FLK,South America,Falkland Islands,2020,low_carbon,hydro,0.0
FJI,Oceania,Fiji,2020,low_carbon,hydro,0.5
FIN,Europe,Finland,2020,low_carbon,hydro,15.88
FRA,Europe,France,2020,low_carbon,hydro,62.06
GUF,South America,French Guiana,2020,low_carbon,hydro,0.44
PYF,Oceania,French Polynesia,2020,low_carbon,hydro,0.18
GAB,Africa,Gabon,2020,low_carbon,hydro,1.74
GMB,Africa,Gambia,2020,low_carbon,hydro,0.0
GEO,Asia,Georgia,2020,low_carbon,hydro,8.25
DEU,Europe,Germany,2020,low_carbon,hydro,18.32
GHA,Africa,Ghana,2020,low_carbon,hydro,7.21
GRC,Europe,Greece,2020,low_carbon,hydro,3.3
GRL,North America,Greenland,2020,low_carbon,hydro,0.5
GRD,North America,Grenada,2020,low_carbon,hydro,0.0
GLP,North America,Guadeloupe,2020,low_carbon,hydro,0.03
GUM,Oceania,Guam,2020,low_carbon,hydro,0.0
GTM,North America,Guatemala,2020,low_carbon,hydro,5.77
GIN,Africa,Guinea,2020,low_carbon,hydro,2.47
GNB,Africa,Guinea-Bissau,2020,low_carbon,hydro,0.0
GUY,South America,Guyana,2020,low_carbon,hydro,0.0
HTI,North America,Haiti,2020,low_carbon,hydro,0.13
HND,North America,Honduras,2020,low_carbon,hydro,2.7
HKG,Asia,Hong Kong,2020,low_carbon,hydro,0.0
HUN,Europe,Hungary,2020,low_carbon,hydro,0.24
ISL,Europe,Iceland,2020,low_carbon,hydro,13.16
IND,Asia,India,2020,low_carbon,hydro,163.64
IDN,Asia,Indonesia,2020,low_carbon,hydro,19.45
IRN,Asia,Iran,2020,low_carbon,hydro,27.7
IRQ,Asia,Iraq,2020,low_carbon,hydro,1.8
IRL,Europe,Ireland,2020,low_carbon,hydro,0.93
ISR,Asia,Israel,2020,low_carbon,hydro,0.02
ITA,Europe,Italy,2020,low_carbon,hydro,47.55
JAM,North America,Jamaica,2020,low_carbon,hydro,0.16
JPN,Asia,Japan,2020,low_carbon,hydro,89.17
JOR,Asia,Jordan,2020,low_carbon,hydro,0.03
KAZ,Asia,Kazakhstan,2020,low_carbon,hydro,9.8
KEN,Africa,Kenya,2020,low_carbon,hydro,3.52
KIR,Oceania,Kiribati,2020,low_carbon,hydro,0.0
XXK,Europe,Kosovo,2020,low_carbon,hydro,0.26
KWT,Asia,Kuwait,2020,low_carbon,hydro,0.0
KGZ,Asia,Kyrgyzstan,2020,low_carbon,hydro,14.8
LAO,Asia,Laos,2020,low_carbon,hydro,19.2
LVA,Europe,Latvia,2020,low_carbon,hydro,2.6
LBN,Asia,Lebanon,2020,low_carbon,hydro,0.97
LSO,Africa,Lesotho,2020,low_carbon,hydro,0.5
LBR,Africa,Liberia,2020,low_carbon,hydro,0.53
LBY,Africa,Libya,2020,low_carbon,hydro,0.0
LTU,Europe,Lithuania,2020,low_carbon,hydro,0.3
LUX,Europe,Luxembourg,2020,low_carbon,hydro,0.09
MAC,Asia,Macao,2020,low_carbon,hydro,0.0
MDG,Africa,Madagascar,2020,low_carbon,hydro,0.81
MWI,Africa,Malawi,2020,low_carbon,hydro,1.3
MYS,Asia,Malaysia,2020,low_carbon,hydro,15.8
MDV,Asia,Maldives,2020,low_carbon,hydro,0.0
MLI,Africa,Mali,2020,low_carbon,hydro,0.95
MLT,Europe,Malta,2020,low_carbon,hydro,0.0
MTQ,North America,Martinique,2020,low_carbon,hydro,0.0
MRT,Africa,Mauritania,2020,low_carbon,hydro,0.21
MUS,Africa,Mauritius,2020,low_carbon,hydro,0.1
MEX,North America,Mexico,2020,low_carbon,hydro,23.12
MDA,Europe,Moldova,2020,low_carbon,hydro,0.2
MNG,Asia,Mongolia,2020,low_carbon,hydro,0.09
MNE,Europe,Montenegro,2020,low_carbon,hydro,1.45
MSR,North America,Montserrat,2020,low_carbon,hydro,0.0
MAR,Africa,Morocco,2020,low_carbon,hydro,1.55
MOZ,Africa,Mozambique,2020,low_carbon,hydro,14.17
MMR,Asia,Myanmar,2020,low_carbon,hydro,11.0
NAM,Africa,Namibia,2020,low_carbon,hydro,0.95
NRU,Oceania,Nauru,2020,low_carbon,hydro,0.0
NPL,Asia,Nepal,2020,low_carbon,hydro,3.0
NLD,Europe,Netherlands,2020,low_carbon,hydro,0.05
NCL,Oceania,New Caledonia,2020,low_carbon,hydro,0.22
NZL,Oceania,New Zealand,2020,low_carbon,hydro,23.98
NIC,North America,Nicaragua,2020,low_carbon,hydro,0.57
NER,Africa,Niger,2020,low_carbon,hydro,0.0
NGA,Africa,Nigeria,2020,low_carbon,hydro,6.1
PRK,Asia,North Korea,2020,low_carbon,hydro,12.2
MKD,Europe,North Macedonia,2020,low_carbon,hydro,1.28
NOR,Europe,Norway,2020,low_carbon,hydro,140.93
OMN,Asia,Oman,2020,low_carbon,hydro,0.0
PAK,Asia,Pakistan,2020,low_carbon,hydro,37.38
PSE,Asia,Palestine,2020,low_carbon,hydro,0.0
PAN,North America,Panama,2020,low_carbon,hydro,7.25
PNG,Oceania,Papua New Guinea,2020,low_carbon,hydro,0.8
PRY,South America,Paraguay,2020,low_carbon,hydro,49.34
PER,South America,Peru,2020,low_carbon,hydro,29.04
PHL,Asia,Philippines,2020,low_carbon,hydro,7.79
POL,Europe,Poland,2020,low_carbon,hydro,2.12
PRT,Europe,Portugal,2020,low_carbon,hydro,12.08
PRI,North America,Puerto Rico,2020,low_carbon,hydro,0.05
QAT,Asia,Qatar,2020,low_carbon,hydro,0.0
ROU,Europe,Romania,2020,low_carbon,hydro,15.38
RUS,Europe,Russia,2020,low_carbon,hydro,196.0
RWA,Africa,Rwanda,2020,low_carbon,hydro,0.45
KNA,North America,Saint Kitts and Nevis,2020,low_carbon,hydro,0.0
LCA,North America,Saint Lucia,2020,low_carbon,hydro,0.0
SPM,North America,Saint Pierre and Miquelon,2020,low_carbon,hydro,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,low_carbon,hydro,0.04
WSM,Oceania,Samoa,2020,low_carbon,hydro,0.04
STP,Africa,Sao Tome and Principe,2020,low_carbon,hydro,0.01
SAU,Asia,Saudi Arabia,2020,low_carbon,hydro,0.0
SEN,Africa,Senegal,2020,low_carbon,hydro,0.31
SRB,Europe,Serbia,2020,low_carbon,hydro,9.03
SYC,Africa,Seychelles,2020,low_carbon,hydro,0.0
SLE,Africa,Sierra Leone,2020,low_carbon,hydro,0.18
SGP,Asia,Singapore,2020,low_carbon,hydro,0.0
SVK,Europe,Slovakia,2020,low_carbon,hydro,4.61
SVN,Europe,Slovenia,2020,low_carbon,hydro,4.93
SLB,Oceania,Solomon Islands,2020,low_carbon,hydro,0.0
SOM,Africa,Somalia,2020,low_carbon,hydro,0.0
ZAF,Africa,South Africa,2020,low_carbon,hydro,5.67
KOR,Asia,South Korea,2020,low_carbon,hydro,7.1
SSD,Africa,South Sudan,2020,low_carbon,hydro,0.0
ESP,Europe,Spain,2020,low_carbon,hydro,30.51
LKA,Asia,Sri Lanka,2020,low_carbon,hydro,4.9
SDN,Africa,Sudan,2020,low_carbon,hydro,7.75
SUR,South America,Suriname,2020,low_carbon,hydro,1.36
SWE,Europe,Sweden,2020,low_carbon,hydro,72.39
CHE,Europe,Switzerland,2020,low_carbon,hydro,40.62
SYR,Asia,Syria,2020,low_carbon,hydro,0.75
TWN,Asia,Taiwan,2020,low_carbon,hydro,6.18
TJK,Asia,Tajikistan,2020,low_carbon,hydro,17.0
TZA,Africa,Tanzania,2020,low_carbon,hydro,2.35
THA,Asia,Thailand,2020,low_carbon,hydro,4.54
TGO,Africa,Togo,2020,low_carbon,hydro,0.09
TON,Oceania,Tonga,2020,low_carbon,hydro,0.0
TTO,North America,Trinidad and Tobago,2020,low_carbon,hydro,0.0
TUN,Africa,Tunisia,2020,low_carbon,hydro,0.06
TUR,Asia,Turkey,2020,low_carbon,hydro,78.09
TKM,Asia,Turkmenistan,2020,low_carbon,hydro,0.0
TCA,North America,Turks and Caicos Islands,2020,low_carbon,hydro,0.0
UGA,Africa,Uganda,2020,low_carbon,hydro,4.03
UKR,Europe,Ukraine,2020,low_carbon,hydro,7.56
ARE,Asia,United Arab Emirates,2020,low_carbon,hydro,0.0
GBR,Europe,United Kingdom,2020,low_carbon,hydro,6.69
USA,North America,United States,2020,low_carbon,hydro,279.95
VIR,North America,United States Virgin Islands,2020,low_carbon,hydro,0.0
URY,South America,Uruguay,2020,low_carbon,hydro,3.95
UZB,Asia,Uzbekistan,2020,low_carbon,hydro,6.9
VUT,Oceania,Vanuatu,2020,low_carbon,hydro,0.0
VEN,South America,Venezuela,2020,low_carbon,hydro,72.0
VNM,Asia,Vietnam,2020,low_carbon,hydro,51.98
YEM,Asia,Yemen,2020,low_carbon,hydro,0.0
ZMB,Africa,Zambia,2020,low_carbon,hydro,13.67
ZWE,Africa,Zimbabwe,2020,low_carbon,hydro,7.26
AFG,Asia,Afghanistan,2020,low_carbon,solar,0.04
ALB,Europe,Albania,2020,low_carbon,solar,0.03
DZA,Africa,Algeria,2020,low_carbon,solar,0.68
ASM,Oceania,American Samoa,2020,low_carbon,solar,0.0
AGO,Africa,Angola,2020,low_carbon,solar,0.02
ATG,North America,Antigua and Barbuda,2020,low_carbon,solar,0.01
ARG,South America,Argentina,2020,low_carbon,solar,1.35
ARM,Asia,Armenia,2020,low_carbon,solar,0.02
ABW,North America,Aruba,2020,low_carbon,solar,0.01
AUS,Oceania,Australia,2020,low_carbon,solar,21.03
AUT,Europe,Austria,2020,low_carbon,solar,2.04
AZE,Asia,Azerbaijan,2020,low_carbon,solar,0.05
BHS,North America,Bahamas,2020,low_carbon,solar,0.0
BHR,Asia,Bahrain,2020,low_carbon,solar,0.01
BGD,Asia,Bangladesh,2020,low_carbon,solar,0.42
BRB,North America,Barbados,2020,low_carbon,solar,0.04
BLR,Europe,Belarus,2020,low_carbon,solar,0.17
BEL,Europe,Belgium,2020,low_carbon,solar,5.11
BLZ,North America,Belize,2020,low_carbon,solar,0.0
BEN,Africa,Benin,2020,low_carbon,solar,0.01
BTN,Asia,Bhutan,2020,low_carbon,solar,0.0
BOL,South America,Bolivia,2020,low_carbon,solar,0.25
BIH,Europe,Bosnia and Herzegovina,2020,low_carbon,solar,0.05
BWA,Africa,Botswana,2020,low_carbon,solar,0.0
BRA,South America,Brazil,2020,low_carbon,solar,10.75
VGB,North America,British Virgin Islands,2020,low_carbon,solar,0.0
BDI,Africa,Brunei,2020,low_carbon,solar,0.0
BGR,Europe,Bulgaria,2020,low_carbon,solar,1.48
BFA,Africa,Burkina Faso,2020,low_carbon,solar,0.05
BDI,Africa,Burundi,2020,low_carbon,solar,0.01
KHM,Asia,Cambodia,2020,low_carbon,solar,0.09
CMR,Africa,Cameroon,2020,low_carbon,solar,0.02
CAN,North America,Canada,2020,low_carbon,solar,4.28
CPV,Africa,Cape Verde,2020,low_carbon,solar,0.01
CYM,North America,Cayman Islands,2020,low_carbon,solar,0.02
CAF,Africa,Central African Republic,2020,low_carbon,solar,0.0
TCD,Africa,Chad,2020,low_carbon,solar,0.0
CHL,South America,Chile,2020,low_carbon,solar,7.62
CHN,Asia,China,2020,low_carbon,solar,261.1
COL,South America,Colombia,2020,low_carbon,solar,0.19
COM,Africa,Comoros,2020,low_carbon,solar,0.0
COG,Africa,Congo,2020,low_carbon,solar,0.0
COK,Oceania,Cook Islands,2020,low_carbon,solar,0.01
CRI,North America,Costa Rica,2020,low_carbon,solar,0.06
CIV,Africa,Cote d'Ivoire,2020,low_carbon,solar,0.02
HRV,Europe,Croatia,2020,low_carbon,solar,0.1
CUB,North America,Cuba,2020,low_carbon,solar,0.25
CYP,Asia,Cyprus,2020,low_carbon,solar,0.3
CZE,Europe,Czechia,2020,low_carbon,solar,2.29
COD,Africa,Democratic Republic of Congo,2020,low_carbon,solar,0.03
DNK,Europe,Denmark,2020,low_carbon,solar,1.18
DJI,Africa,Djibouti,2020,low_carbon,solar,0.0
DMA,North America,Dominica,2020,low_carbon,solar,0.0
DOM,North America,Dominican Republic,2020,low_carbon,solar,0.26
ZAF,Africa,Eastern Africa,2020,low_carbon,solar,0.821
ECU,South America,Ecuador,2020,low_carbon,solar,0.04
EGY,Africa,Egypt,2020,low_carbon,solar,1.5
SLV,North America,El Salvador,2020,low_carbon,solar,0.5
GNQ,Africa,Equatorial Guinea,2020,low_carbon,solar,0.0
ERI,Africa,Eritrea,2020,low_carbon,solar,0.03
EST,Europe,Estonia,2020,low_carbon,solar,0.12
SWZ,Africa,Eswatini,2020,low_carbon,solar,0.0
ETH,Africa,Ethiopia,2020,low_carbon,solar,0.02
FRO,Europe,Faroe Islands,2020,low_carbon,solar,0.0
FLK,South America,Falkland Islands,2020,low_carbon,solar,0.0
FJI,Oceania,Fiji,2020,low_carbon,solar,0.02
FIN,Europe,Finland,2020,low_carbon,solar,0.22
FRA,Europe,France,2020,low_carbon,solar,13.4
GUF,South America,French Guiana,2020,low_carbon,solar,0.05
PYF,Oceania,French Polynesia,2020,low_carbon,solar,0.04
GAB,Africa,Gabon,2020,low_carbon,solar,0.0
GMB,Africa,Gambia,2020,low_carbon,solar,0.0
GEO,Asia,Georgia,2020,low_carbon,solar,0.0
DEU,Europe,Germany,2020,low_carbon,solar,48.64
GHA,Africa,Ghana,2020,low_carbon,solar,0.06
GRC,Europe,Greece,2020,low_carbon,solar,4.45
GRL,North America,Greenland,2020,low_carbon,solar,0.0
GRD,North America,Grenada,2020,low_carbon,solar,0.0
GLP,North America,Guadeloupe,2020,low_carbon,solar,0.1
GUM,Oceania,Guam,2020,low_carbon,solar,0.07
GTM,North America,Guatemala,2020,low_carbon,solar,0.22
GIN,Africa,Guinea,2020,low_carbon,solar,0.02
GNB,Africa,Guinea-Bissau,2020,low_carbon,solar,0.0
GUY,South America,Guyana,2020,low_carbon,solar,0.02
HTI,North America,Haiti,2020,low_carbon,solar,0.0
HND,North America,Honduras,2020,low_carbon,solar,1.12
HKG,Asia,Hong Kong,2020,low_carbon,solar,0.01
HUN,Europe,Hungary,2020,low_carbon,solar,2.46
ISL,Europe,Iceland,2020,low_carbon,solar,0.0
IND,Asia,India,2020,low_carbon,solar,58.68
IDN,Asia,Indonesia,2020,low_carbon,solar,0.05
IRN,Asia,Iran,2020,low_carbon,solar,0.44
IRQ,Asia,Iraq,2020,low_carbon,solar,0.06
IRL,Europe,Ireland,2020,low_carbon,solar,0.06
ISR,Asia,Israel,2020,low_carbon,solar,4.07
ITA,Europe,Italy,2020,low_carbon,solar,24.94
JAM,North America,Jamaica,2020,low_carbon,solar,0.05
