code,continent,Entity,Year,type,source,value
CUB,North America,Cuba,2020,low_carbon,bio,2.6
CYP,Asia,Cyprus,2020,low_carbon,bio,0.06
CZE,Europe,Czechia,2020,low_carbon,bio,5.21
COD,Africa,Democratic Republic of Congo,2020,low_carbon,bio,0.0
DNK,Europe,Denmark,2020,low_carbon,bio,5.92
DJI,Africa,Djibouti,2020,low_carbon,bio,0.0
DMA,North America,Dominica,2020,low_carbon,bio,0.0
DOM,North America,Dominican Republic,2020,low_carbon,bio,0.35
ZAF,Africa,Eastern Africa,2020,low_carbon,bio,
ECU,South America,Ecuador,2020,low_carbon,bio,1.29
EGY,Africa,Egypt,2020,low_carbon,bio,0.0
SLV,North America,El Salvador,2020,low_carbon,bio,0.68
GNQ,Africa,Equatorial Guinea,2020,low_carbon,bio,0.0
ERI,Africa,Eritrea,2020,low_carbon,bio,0.0
EST,Europe,Estonia,2020,low_carbon,bio,1.85
SWZ,Africa,Eswatini,2020,low_carbon,bio,0.46
ETH,Africa,Ethiopia,2020,low_carbon,bio,0.03
FRO,Europe,Faroe Islands,2020,low_carbon,bio,0.0
FLK,South America,Falkland Islands,2020,low_carbon,bio,0.0
FJI,Oceania,Fiji,2020,low_carbon,bio,0.14
FIN,Europe,Finland,2020,low_carbon,bio,11.57
FRA,Europe,France,2020,low_carbon,bio,8.85
GUF,South America,French Guiana,2020,low_carbon,bio,0.01
PYF,Oceania,French Polynesia,2020,low_carbon,bio,0.0
GAB,Africa,Gabon,2020,low_carbon,bio,0.02
GMB,Africa,Gambia,2020,low_carbon,bio,0.0
GEO,Asia,Georgia,2020,low_carbon,bio,0.0
DEU,Europe,Germany,2020,low_carbon,bio,50.86
GHA,Africa,Ghana,2020,low_carbon,bio,0.03
GRC,Europe,Greece,2020,low_carbon,bio,0.45
GRL,North America,Greenland,2020,low_carbon,bio,0.0
GRD,North America,Grenada,2020,low_carbon,bio,0.0
GLP,North America,Guadeloupe,2020,low_carbon,bio,0.38
GUM,Oceania,Guam,2020,low_carbon,bio,0.0
GTM,North America,Guatemala,2020,low_carbon,bio,1.9
GIN,Africa,Guinea,2020,low_carbon,bio,0.0
GNB,Africa,Guinea-Bissau,2020,low_carbon,bio,0.0
GUY,South America,Guyana,2020,low_carbon,bio,0.14
HTI,North America,Haiti,2020,low_carbon,bio,0.0
HND,North America,Honduras,2020,low_carbon,bio,0.93
HKG,Asia,Hong Kong,2020,low_carbon,bio,0.0
HUN,Europe,Hungary,2020,low_carbon,bio,2.15
ISL,Europe,Iceland,2020,low_carbon,bio,0.0
IND,Asia,India,2020,low_carbon,bio,32.1
IDN,Asia,Indonesia,2020,low_carbon,bio,15.88
IRN,Asia,Iran,2020,low_carbon,bio,0.02
IRQ,Asia,Iraq,2020,low_carbon,bio,0.0
IRL,Europe,Ireland,2020,low_carbon,bio,0.94
ISR,Asia,Israel,2020,low_carbon,bio,0.1
ITA,Europe,Italy,2020,low_carbon,bio,19.62
JAM,North America,Jamaica,2020,low_carbon,bio,0.13
JPN,Asia,Japan,2020,low_carbon,bio,33.47
JOR,Asia,Jordan,2020,low_carbon,bio,0.06
KAZ,Asia,Kazakhstan,2020,low_carbon,bio,0.01
KEN,Africa,Kenya,2020,low_carbon,bio,0.12
KIR,Oceania,Kiribati,2020,low_carbon,bio,0.0
XXK,Europe,Kosovo,2020,low_carbon,bio,0.0
KWT,Asia,Kuwait,2020,low_carbon,bio,0.0
KGZ,Asia,Kyrgyzstan,2020,low_carbon,bio,0.0
LAO,Asia,Laos,2020,low_carbon,bio,0.22
LVA,Europe,Latvia,2020,low_carbon,bio,0.86
LBN,Asia,Lebanon,2020,low_carbon,bio,0.06
LSO,Africa,Lesotho,2020,low_carbon,bio,0.0
LBR,Africa,Liberia,2020,low_carbon,bio,0.0
LBY,Africa,Libya,2020,low_carbon,bio,0.0
LTU,Europe,Lithuania,2020,low_carbon,bio,0.59
LUX,Europe,Luxembourg,2020,low_carbon,bio,0.37
MAC,Asia,Macao,2020,low_carbon,bio,0.0
MDG,Africa,Madagascar,2020,low_carbon,bio,0.0
MWI,Africa,Malawi,2020,low_carbon,bio,0.02
MYS,Asia,Malaysia,2020,low_carbon,bio,1.78
MDV,Asia,Maldives,2020,low_carbon,bio,0.0
MLI,Africa,Mali,2020,low_carbon,bio,0.19
MLT,Europe,Malta,2020,low_carbon,bio,0.01
MTQ,North America,Martinique,2020,low_carbon,bio,0.13
MRT,Africa,Mauritania,2020,low_carbon,bio,0.0
MUS,Africa,Mauritius,2020,low_carbon,bio,0.33
MEX,North America,Mexico,2020,low_carbon,bio,7.29
MDA,Europe,Moldova,2020,low_carbon,bio,0.01
MNG,Asia,Mongolia,2020,low_carbon,bio,0.0
MNE,Europe,Montenegro,2020,low_carbon,bio,0.0
MSR,North America,Montserrat,2020,low_carbon,bio,0.0
MAR,Africa,Morocco,2020,low_carbon,bio,0.04
MOZ,Africa,Mozambique,2020,low_carbon,bio,0.14
MMR,Asia,Myanmar,2020,low_carbon,bio,0.32
NAM,Africa,Namibia,2020,low_carbon,bio,0.0
NRU,Oceania,Nauru,2020,low_carbon,bio,0.0
NPL,Asia,Nepal,2020,low_carbon,bio,0.0
NLD,Europe,Netherlands,2020,low_carbon,bio,8.85
NCL,Oceania,New Caledonia,2020,low_carbon,bio,0.0
NZL,Oceania,New Zealand,2020,low_carbon,bio,0.61
NIC,North America,Nicaragua,2020,low_carbon,bio,0.53
NER,Africa,Niger,2020,low_carbon,bio,0.0
NGA,Africa,Nigeria,2020,low_carbon,bio,0.02
PRK,Asia,North Korea,2020,low_carbon,bio,0.0
MKD,Europe,North Macedonia,2020,low_carbon,bio,0.06
NOR,Europe,Norway,2020,low_carbon,bio,0.24
OMN,Asia,Oman,2020,low_carbon,bio,0.0
PAK,Asia,Pakistan,2020,low_carbon,bio,1.18
PSE,Asia,Palestine,2020,low_carbon,bio,0.0
PAN,North America,Panama,2020,low_carbon,bio,0.08
PNG,Oceania,Papua New Guinea,2020,low_carbon,bio,0.08
PRY,South America,Paraguay,2020,low_carbon,bio,0.0
PER,South America,Peru,2020,low_carbon,bio,0.53
PHL,Asia,Philippines,2020,low_carbon,bio,2.02
POL,Europe,Poland,2020,low_carbon,bio,8.35
PRT,Europe,Portugal,2020,low_carbon,bio,3.79
PRI,North America,Puerto Rico,2020,low_carbon,bio,0.01
QAT,Asia,Qatar,2020,low_carbon,bio,0.03
ROU,Europe,Romania,2020,low_carbon,bio,0.55
RUS,Europe,Russia,2020,low_carbon,bio,0.48
RWA,Africa,Rwanda,2020,low_carbon,bio,0.01
KNA,North America,Saint Kitts and Nevis,2020,low_carbon,bio,0.0
LCA,North America,Saint Lucia,2020,low_carbon,bio,0.0
SPM,North America,Saint Pierre and Miquelon,2020,low_carbon,bio,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,low_carbon,bio,0.0
WSM,Oceania,Samoa,2020,low_carbon,bio,0.01
STP,Africa,Sao Tome and Principe,2020,low_carbon,bio,0.0
SAU,Asia,Saudi Arabia,2020,low_carbon,bio,0.0
SEN,Africa,Senegal,2020,low_carbon,bio,0.1
SRB,Europe,Serbia,2020,low_carbon,bio,0.19
SYC,Africa,Seychelles,2020,low_carbon,bio,0.0
SLE,Africa,Sierra Leone,2020,low_carbon,bio,0.0
SGP,Asia,Singapore,2020,low_carbon,bio,0.41
SVK,Europe,Slovakia,2020,low_carbon,bio,1.67
SVN,Europe,Slovenia,2020,low_carbon,bio,0.27
SLB,Oceania,Solomon Islands,2020,low_carbon,bio,0.0
SOM,Africa,Somalia,2020,low_carbon,bio,0.0
ZAF,Africa,South Africa,2020,low_carbon,bio,0.41
KOR,Asia,South Korea,2020,low_carbon,bio,16.44
SSD,Africa,South Sudan,2020,low_carbon,bio,0.0
ESP,Europe,Spain,2020,low_carbon,bio,6.14
LKA,Asia,Sri Lanka,2020,low_carbon,bio,0.25
SDN,Africa,Sudan,2020,low_carbon,bio,0.71
SUR,South America,Suriname,2020,low_carbon,bio,0.0
SWE,Europe,Sweden,2020,low_carbon,bio,11.18
CHE,Europe,Switzerland,2020,low_carbon,bio,0.21
SYR,Asia,Syria,2020,low_carbon,bio,0.01
TWN,Asia,Taiwan,2020,low_carbon,bio,1.96
TJK,Asia,Tajikistan,2020,low_carbon,bio,0.0
TZA,Africa,Tanzania,2020,low_carbon,bio,0.57
THA,Asia,Thailand,2020,low_carbon,bio,13.61
TGO,Africa,Togo,2020,low_carbon,bio,0.0
TON,Oceania,Tonga,2020,low_carbon,bio,0.0
TTO,North America,Trinidad and Tobago,2020,low_carbon,bio,0.02
TUN,Africa,Tunisia,2020,low_carbon,bio,0.0
TUR,Asia,Turkey,2020,low_carbon,bio,4.44
TKM,Asia,Turkmenistan,2020,low_carbon,bio,0.0
TCA,North America,Turks and Caicos Islands,2020,low_carbon,bio,0.0
UGA,Africa,Uganda,2020,low_carbon,bio,0.28
UKR,Europe,Ukraine,2020,low_carbon,bio,0.76
ARE,Asia,United Arab Emirates,2020,low_carbon,bio,0.01
GBR,Europe,United Kingdom,2020,low_carbon,bio,38.1
USA,North America,United States,2020,low_carbon,bio,54.7
VIR,North America,United States Virgin Islands,2020,low_carbon,bio,0.0
URY,South America,Uruguay,2020,low_carbon,bio,0.88
UZB,Asia,Uzbekistan,2020,low_carbon,bio,0.0
VUT,Oceania,Vanuatu,2020,low_carbon,bio,0.01
VEN,South America,Venezuela,2020,low_carbon,bio,0.0
VNM,Asia,Vietnam,2020,low_carbon,bio,0.0
YEM,Asia,Yemen,2020,low_carbon,bio,0.0
ZMB,Africa,Zambia,2020,low_carbon,bio,0.16
ZWE,Africa,Zimbabwe,2020,low_carbon,bio,0.38
AFG,Asia,Afghanistan,2020,low_carbon,other,0.0
ALB,Europe,Albania,2020,low_carbon,other,0.0
DZA,Africa,Algeria,2020,low_carbon,other,0.0
ASM,Oceania,American Samoa,2020,low_carbon,other,0.0
AGO,Africa,Angola,2020,low_carbon,other,0.0
ATG,North America,Antigua and Barbuda,2020,low_carbon,other,0.0
ARG,South America,Argentina,2020,low_carbon,other,0.0
ARM,Asia,Armenia,2020,low_carbon,other,0.0
ABW,North America,Aruba,2020,low_carbon,other,0.0
AUS,Oceania,Australia,2020,low_carbon,other,0.0
AUT,Europe,Austria,2020,low_carbon,other,0.0
AZE,Asia,Azerbaijan,2020,low_carbon,other,0.0
BHS,North America,Bahamas,2020,low_carbon,other,0.0
BHR,Asia,Bahrain,2020,low_carbon,other,0.0
BGD,Asia,Bangladesh,2020,low_carbon,other,0.0
BRB,North America,Barbados,2020,low_carbon,other,0.0
BLR,Europe,Belarus,2020,low_carbon,other,0.0
BEL,Europe,Belgium,2020,low_carbon,other,0.0
BLZ,North America,Belize,2020,low_carbon,other,0.0
BEN,Africa,Benin,2020,low_carbon,other,0.0
BTN,Asia,Bhutan,2020,low_carbon,other,0.0
BOL,South America,Bolivia,2020,low_carbon,other,0.0
BIH,Europe,Bosnia and Herzegovina,2020,low_carbon,other,0.0
BWA,Africa,Botswana,2020,low_carbon,other,0.0
BRA,South America,Brazil,2020,low_carbon,other,0.0
VGB,North America,British Virgin Islands,2020,low_carbon,other,0.0
BDI,Africa,Brunei,2020,low_carbon,other,0.0
BGR,Europe,Bulgaria,2020,low_carbon,other,0.0
BFA,Africa,Burkina Faso,2020,low_carbon,other,0.0
BDI,Africa,Burundi,2020,low_carbon,other,0.0
KHM,Asia,Cambodia,2020,low_carbon,other,0.0
CMR,Africa,Cameroon,2020,low_carbon,other,0.0
CAN,North America,Canada,2020,low_carbon,other,0.12
CPV,Africa,Cape Verde,2020,low_carbon,other,0.0
CYM,North America,Cayman Islands,2020,low_carbon,other,0.0
CAF,Africa,Central African Republic,2020,low_carbon,other,0.0
TCD,Africa,Chad,2020,low_carbon,other,0.0
CHL,South America,Chile,2020,low_carbon,other,0.25
CHN,Asia,China,2020,low_carbon,other,
COL,South America,Colombia,2020,low_carbon,other,0.0
COM,Africa,Comoros,2020,low_carbon,other,0.0
COG,Africa,Congo,2020,low_carbon,other,0.0
COK,Oceania,Cook Islands,2020,low_carbon,other,0.0
CRI,North America,Costa Rica,2020,low_carbon,other,1.69
CIV,Africa,Cote d'Ivoire,2020,low_carbon,other,0.0
HRV,Europe,Croatia,2020,low_carbon,other,0.09
CUB,North America,Cuba,2020,low_carbon,other,0.0
CYP,Asia,Cyprus,2020,low_carbon,other,0.0
CZE,Europe,Czechia,2020,low_carbon,other,0.0
COD,Africa,Democratic Republic of Congo,2020,low_carbon,other,0.0
DNK,Europe,Denmark,2020,low_carbon,other,0.0
DJI,Africa,Djibouti,2020,low_carbon,other,0.0
DMA,North America,Dominica,2020,low_carbon,other,0.0
DOM,North America,Dominican Republic,2020,low_carbon,other,0.0
ZAF,Africa,Eastern Africa,2020,low_carbon,other,
ECU,South America,Ecuador,2020,low_carbon,other,0.0
EGY,Africa,Egypt,2020,low_carbon,other,0.0
SLV,North America,El Salvador,2020,low_carbon,other,1.47
GNQ,Africa,Equatorial Guinea,2020,low_carbon,other,0.0
ERI,Africa,Eritrea,2020,low_carbon,other,0.0
EST,Europe,Estonia,2020,low_carbon,other,0.0
SWZ,Africa,Eswatini,2020,low_carbon,other,0.0
ETH,Africa,Ethiopia,2020,low_carbon,other,0.0
FRO,Europe,Faroe Islands,2020,low_carbon,other,0.0
FLK,South America,Falkland Islands,2020,low_carbon,other,0.0
FJI,Oceania,Fiji,2020,low_carbon,other,0.0
FIN,Europe,Finland,2020,low_carbon,other,0.0
FRA,Europe,France,2020,low_carbon,other,0.61
GUF,South America,French Guiana,2020,low_carbon,other,0.0
PYF,Oceania,French Polynesia,2020,low_carbon,other,0.0
GAB,Africa,Gabon,2020,low_carbon,other,0.0
GMB,Africa,Gambia,2020,low_carbon,other,0.0
GEO,Asia,Georgia,2020,low_carbon,other,0.0
DEU,Europe,Germany,2020,low_carbon,other,0.23
GHA,Africa,Ghana,2020,low_carbon,other,0.0
GRC,Europe,Greece,2020,low_carbon,other,0.0
GRL,North America,Greenland,2020,low_carbon,other,0.0
GRD,North America,Grenada,2020,low_carbon,other,0.0
GLP,North America,Guadeloupe,2020,low_carbon,other,0.0
GUM,Oceania,Guam,2020,low_carbon,other,0.0
GTM,North America,Guatemala,2020,low_carbon,other,0.33
GIN,Africa,Guinea,2020,low_carbon,other,0.0
GNB,Africa,Guinea-Bissau,2020,low_carbon,other,0.0
GUY,South America,Guyana,2020,low_carbon,other,0.0
HTI,North America,Haiti,2020,low_carbon,other,0.0
HND,North America,Honduras,2020,low_carbon,other,0.3
HKG,Asia,Hong Kong,2020,low_carbon,other,0.0
HUN,Europe,Hungary,2020,low_carbon,other,0.02
ISL,Europe,Iceland,2020,low_carbon,other,5.96
IND,Asia,India,2020,low_carbon,other,
IDN,Asia,Indonesia,2020,low_carbon,other,
IRN,Asia,Iran,2020,low_carbon,other,0.0
IRQ,Asia,Iraq,2020,low_carbon,other,0.0
IRL,Europe,Ireland,2020,low_carbon,other,0.0
ISR,Asia,Israel,2020,low_carbon,other,0.0
ITA,Europe,Italy,2020,low_carbon,other,6.03
JAM,North America,Jamaica,2020,low_carbon,other,0.0
JPN,Asia,Japan,2020,low_carbon,other,21.51
JOR,Asia,Jordan,2020,low_carbon,other,0.0
KAZ,Asia,Kazakhstan,2020,low_carbon,other,
KEN,Africa,Kenya,2020,low_carbon,other,4.99
KIR,Oceania,Kiribati,2020,low_carbon,other,0.0
XXK,Europe,Kosovo,2020,low_carbon,other,0.0
KWT,Asia,Kuwait,2020,low_carbon,other,0.0
KGZ,Asia,Kyrgyzstan,2020,low_carbon,other,0.0
LAO,Asia,Laos,2020,low_carbon,other,0.0
LVA,Europe,Latvia,2020,low_carbon,other,0.0
LBN,Asia,Lebanon,2020,low_carbon,other,0.0
LSO,Africa,Lesotho,2020,low_carbon,other,0.0
LBR,Africa,Liberia,2020,low_carbon,other,0.0
LBY,Africa,Libya,2020,low_carbon,other,0.0
LTU,Europe,Lithuania,2020,low_carbon,other,0.0
LUX,Europe,Luxembourg,2020,low_carbon,other,0.0
MAC,Asia,Macao,2020,low_carbon,other,0.0
MDG,Africa,Madagascar,2020,low_carbon,other,0.0
MWI,Africa,Malawi,2020,low_carbon,other,0.0
MYS,Asia,Malaysia,2020,low_carbon,other,0.0
MDV,Asia,Maldives,2020,low_carbon,other,0.0
MLI,Africa,Mali,2020,low_carbon,other,0.0
MLT,Europe,Malta,2020,low_carbon,other,0.0
MTQ,North America,Martinique,2020,low_carbon,other,0.0
MRT,Africa,Mauritania,2020,low_carbon,other,0.0
MUS,Africa,Mauritius,2020,low_carbon,other,0.0
MEX,North America,Mexico,2020,low_carbon,other,9.12
MDA,Europe,Moldova,2020,low_carbon,other,0.0
MNG,Asia,Mongolia,2020,low_carbon,other,0.0
MNE,Europe,Montenegro,2020,low_carbon,other,0.0
MSR,North America,Montserrat,2020,low_carbon,other,0.0
MAR,Africa,Morocco,2020,low_carbon,other,0.0
MOZ,Africa,Mozambique,2020,low_carbon,other,0.0
MMR,Asia,Myanmar,2020,low_carbon,other,0.0
NAM,Africa,Namibia,2020,low_carbon,other,0.0
NRU,Oceania,Nauru,2020,low_carbon,other,0.0
NPL,Asia,Nepal,2020,low_carbon,other,0.0
NLD,Europe,Netherlands,2020,low_carbon,other,0.0
NCL,Oceania,New Caledonia,2020,low_carbon,other,0.0
NZL,Oceania,New Zealand,2020,low_carbon,other,8.2
NIC,North America,Nicaragua,2020,low_carbon,other,0.78
NER,Africa,Niger,2020,low_carbon,other,0.0
NGA,Africa,Nigeria,2020,low_carbon,other,0.0
PRK,Asia,North Korea,2020,low_carbon,other,0.0
MKD,Europe,North Macedonia,2020,low_carbon,other,0.0
NOR,Europe,Norway,2020,low_carbon,other,0.0
OMN,Asia,Oman,2020,low_carbon,other,0.0
PAK,Asia,Pakistan,2020,low_carbon,other,0.0
PSE,Asia,Palestine,2020,low_carbon,other,0.0
PAN,North America,Panama,2020,low_carbon,other,0.0
PNG,Oceania,Papua New Guinea,2020,low_carbon,other,0.0
PRY,South America,Paraguay,2020,low_carbon,other,0.0
PER,South America,Peru,2020,low_carbon,other,0.0
PHL,Asia,Philippines,2020,low_carbon,other,10.69
POL,Europe,Poland,2020,low_carbon,other,0.0
PRT,Europe,Portugal,2020,low_carbon,other,0.22
PRI,North America,Puerto Rico,2020,low_carbon,other,0.0
QAT,Asia,Qatar,2020,low_carbon,other,0.0
ROU,Europe,Romania,2020,low_carbon,other,0.0
RUS,Europe,Russia,2020,low_carbon,other,0.42
RWA,Africa,Rwanda,2020,low_carbon,other,0.0
KNA,North America,Saint Kitts and Nevis,2020,low_carbon,other,0.0
LCA,North America,Saint Lucia,2020,low_carbon,other,0.0
SPM,North America,Saint Pierre and Miquelon,2020,low_carbon,other,0.0
VCT,North America,Saint Vincent and the Grenadines,2020,low_carbon,other,0.0
WSM,Oceania,Samoa,2020,low_carbon,other,0.0
STP,Africa,Sao Tome and Principe,2020,low_carbon,other,0.0
SAU,Asia,Saudi Arabia,2020,low_carbon,other,
SEN,Africa,Senegal,2020,low_carbon,other,0.0
SRB,Europe,Serbia,2020,low_carbon,other,0.0
SYC,Africa,Seychelles,2020,low_carbon,other,0.0
SLE,Africa,Sierra Leone,2020,low_carbon,other,0.0
SGP,Asia,Singapore,2020,low_carbon,other,0.0
SVK,Europe,Slovakia,2020,low_carbon,other,0.0
SVN,Europe,Slovenia,2020,low_carbon,other,0.0
SLB,Oceania,Solomon Islands,2020,low_carbon,other,0.0
SOM,Africa,Somalia,2020,low_carbon,other,0.0
ZAF,Africa,South Africa,2020,low_carbon,other,0.0
KOR,Asia,South Korea,2020,low_carbon,other,3.98
SSD,Africa,South Sudan,2020,low_carbon,other,0.0
ESP,Europe,Spain,2020,low_carbon,other,0.03
LKA,Asia,Sri Lanka,2020,low_carbon,other,0.0
SDN,Africa,Sudan,2020,low_carbon,other,0.0
SUR,South America,Suriname,2020,low_carbon,other,0.0
SWE,Europe,Sweden,2020,low_carbon,other,0.0
CHE,Europe,Switzerland,2020,low_carbon,other,0.0
SYR,Asia,Syria,2020,low_carbon,other,0.0
TWN,Asia,Taiwan,2020,low_carbon,other,0.0
TJK,Asia,Tajikistan,2020,low_carbon,other,0.0
TZA,Africa,Tanzania,2020,low_carbon,other,0.0
THA,Asia,Thailand,2020,low_carbon,other,0.0
TGO,Africa,Togo,2020,low_carbon,other,0.0
TON,Oceania,Tonga,2020,low_carbon,other,0.0
TTO,North America,Trinidad and Tobago,2020,low_carbon,other,0.0
TUN,Africa,Tunisia,2020,low_carbon,other,0.0
TUR,Asia,Turkey,2020,low_carbon,other,10.03
TKM,Asia,Turkmenistan,2020,low_carbon,other,0.0
TCA,North America,Turks and Caicos Islands,2020,low_carbon,other,0.0
UGA,Africa,Uganda,2020,low_carbon,other,0.0
UKR,Europe,Ukraine,2020,low_carbon,other,0.0
ARE,Asia,United Arab Emirates,2020,low_carbon,other,0.0
GBR,Europe,United Kingdom,2020,low_carbon,other,0.01
USA,North America,United States,2020,low_carbon,other,15.89
VIR,North America,United States Virgin Islands,2020,low_carbon,other,0.0
URY,South America,Uruguay,2020,low_carbon,other,0.0
UZB,Asia,Uzbekistan,2020,low_carbon,other,0.0
VUT,Oceania,Vanuatu,2020,low_carbon,other,0.0
VEN,South America,Venezuela,2020,low_carbon,other,0.0
VNM,Asia,Vietnam,2020,low_carbon,other,0.0
YEM,Asia,Yemen,2020,low_carbon,other,0.0
ZMB,Africa,Zambia,2020,low_carbon,other,0.0
ZWE,Africa,Zimbabwe,2020,low_carbon,other,0.0
